,year,longitude,latitude,Sentiment,Comment_b
134,2012-09-31,-86.7489,35.7449,0,True
135,2012-09-31,-84.6514,37.669,1,True
136,2012-09-31,-84.5603,43.3504,0,True
137,2012-09-31,-84.5603,43.3504,1,True
138,2012-09-31,-84.5603,43.3504,1,True
139,2012-09-31,-83.6487,32.9866,1,True
140,2012-09-31,-82.7755,40.3736,1,True
141,2012-09-31,-82.7755,40.3736,1,True
142,2012-09-31,-81.717,27.8333,0,True
143,2012-09-31,-81.717,27.8333,1,True
144,2012-09-31,-79.8431,35.6411,0,True
145,2012-09-31,-79.8431,35.6411,1,True
146,2012-09-31,-79.8431,35.6411,1,True
147,2012-09-31,-79.8431,35.6411,1,True
148,2012-09-31,-78.2057,37.768,0,True
149,2012-09-31,-78.2057,37.768,1,True
150,2012-09-31,-78.2057,37.768,1,True
151,2012-09-31,-78.2057,37.768,1,True
152,2012-09-31,-78.2057,37.768,1,True
153,2012-09-31,-77.264,40.5773,0,True
154,2012-09-31,-77.264,40.5773,1,True
155,2012-09-31,-76.7902,39.0724,1,True
156,2012-09-31,-74.9384,42.1497,0,True
157,2012-09-31,-74.9384,42.1497,0,True
158,2012-09-31,-74.9384,42.1497,1,True
159,2012-09-31,-74.9384,42.1497,1,True
160,2012-09-31,-74.9384,42.1497,1,True
161,2012-09-31,-74.9384,42.1497,1,True
162,2012-09-31,-74.9384,42.1497,1,True
163,2012-09-31,-74.9384,42.1497,1,True
164,2012-09-31,-74.9384,42.1497,1,True
165,2012-09-31,-74.5089,40.314,0,True
166,2012-09-31,-74.5089,40.314,1,True
167,2012-09-31,-74.5089,40.314,1,True
168,2012-09-31,-72.7622,41.5834,1,True
169,2012-09-31,-72.7622,41.5834,1,True
170,2012-09-31,-72.7093,44.0407,0,True
171,2012-09-31,-72.7093,44.0407,0,True
172,2012-09-31,-72.7093,44.0407,0,True
173,2012-09-31,-72.7093,44.0407,1,True
174,2012-09-31,-72.7093,44.0407,1,True
175,2012-09-31,-72.7093,44.0407,1,True
176,2012-09-31,-72.7093,44.0407,1,True
177,2012-09-31,-72.7093,44.0407,1,True
178,2012-09-31,-72.7093,44.0407,1,True
179,2012-09-31,-72.7093,44.0407,1,True
180,2012-09-31,-72.7093,44.0407,1,True
181,2012-09-31,-71.5314,42.2373,0,True
182,2012-09-31,-71.5314,42.2373,1,True
183,2012-09-31,-71.5314,42.2373,1,True
184,2012-09-31,-71.5314,42.2373,1,True
185,2012-09-31,-71.5314,42.2373,1,True
186,2012-09-31,-71.5314,42.2373,1,True
187,2012-09-31,-71.5101,41.6772,0,True
188,2012-09-31,-71.5101,41.6772,1,True
189,2012-09-31,-69.3977,44.6074,1,True
190,2012-09-31,-69.3977,44.6074,1,True
191,2012-09-31,-69.3977,44.6074,1,True
192,2013-09-31,-122.1269,44.5672,1,True
193,2013-09-31,-122.1269,44.5672,1,True
194,2013-09-31,-74.9384,42.1497,0,True
195,2013-09-31,-69.3977,44.6074,0,True
196,2014-09-31,-121.5708,47.3917,1,True
197,2014-09-31,-119.7462,36.17,1,True
198,2014-09-31,-111.3877,33.7712,0,True
199,2014-09-31,-111.3877,33.7712,1,True
200,2014-09-31,-111.3877,33.7712,1,True
201,2014-09-31,-97.6475,31.106,1,True
202,2014-09-31,-93.9196,45.7326,0,True
203,2014-09-31,-89.0022,40.3363,0,True
204,2014-09-31,-83.6487,32.9866,1,True
205,2014-09-31,-81.717,27.8333,1,True
206,2014-09-31,-79.8431,35.6411,1,True
207,2014-09-31,-78.2057,37.768,0,True
208,2014-09-31,-78.2057,37.768,0,True
209,2014-09-31,-78.2057,37.768,1,True
210,2014-09-31,-78.2057,37.768,1,True
211,2014-09-31,-78.2057,37.768,1,True
212,2014-09-31,-74.9384,42.1497,1,True
213,2014-09-31,-74.9384,42.1497,1,True
214,2014-09-31,-74.5089,40.314,1,True
215,2014-09-31,-72.7622,41.5834,0,True
216,2014-09-31,-72.7093,44.0407,0,True
217,2014-09-31,-71.5653,43.4108,1,True
218,2014-09-31,-71.5314,42.2373,1,True
219,2014-09-31,-71.5101,41.6772,1,True
220,2015-09-31,-157.5311,21.1098,0,True
221,2015-09-31,-157.5311,21.1098,0,True
222,2015-09-31,-157.5311,21.1098,1,True
223,2015-09-31,-157.5311,21.1098,1,True
224,2015-09-31,-152.2683,61.385,1,True
225,2015-09-31,-152.2683,61.385,1,True
226,2015-09-31,-122.1269,44.5672,0,True
227,2015-09-31,-122.1269,44.5672,0,True
228,2015-09-31,-122.1269,44.5672,0,True
229,2015-09-31,-122.1269,44.5672,0,True
230,2015-09-31,-122.1269,44.5672,0,True
231,2015-09-31,-122.1269,44.5672,0,True
232,2015-09-31,-122.1269,44.5672,0,True
233,2015-09-31,-122.1269,44.5672,1,True
234,2015-09-31,-122.1269,44.5672,1,True
235,2015-09-31,-122.1269,44.5672,1,True
236,2015-09-31,-122.1269,44.5672,1,True
237,2015-09-31,-122.1269,44.5672,1,True
238,2015-09-31,-122.1269,44.5672,1,True
239,2015-09-31,-122.1269,44.5672,1,True
240,2015-09-31,-122.1269,44.5672,1,True
241,2015-09-31,-121.5708,47.3917,0,True
242,2015-09-31,-121.5708,47.3917,0,True
243,2015-09-31,-121.5708,47.3917,0,True
244,2015-09-31,-121.5708,47.3917,1,True
245,2015-09-31,-121.5708,47.3917,1,True
246,2015-09-31,-121.5708,47.3917,1,True
247,2015-09-31,-121.5708,47.3917,1,True
248,2015-09-31,-121.5708,47.3917,1,True
249,2015-09-31,-121.5708,47.3917,1,True
250,2015-09-31,-121.5708,47.3917,1,True
251,2015-09-31,-121.5708,47.3917,1,True
252,2015-09-31,-121.5708,47.3917,1,True
253,2015-09-31,-121.5708,47.3917,1,True
254,2015-09-31,-121.5708,47.3917,1,True
255,2015-09-31,-121.5708,47.3917,1,True
256,2015-09-31,-119.7462,36.17,0,True
257,2015-09-31,-119.7462,36.17,0,True
258,2015-09-31,-119.7462,36.17,0,True
259,2015-09-31,-119.7462,36.17,0,True
260,2015-09-31,-119.7462,36.17,0,True
261,2015-09-31,-119.7462,36.17,0,True
262,2015-09-31,-119.7462,36.17,0,True
263,2015-09-31,-119.7462,36.17,0,True
264,2015-09-31,-119.7462,36.17,0,True
265,2015-09-31,-119.7462,36.17,0,True
266,2015-09-31,-119.7462,36.17,1,True
267,2015-09-31,-119.7462,36.17,1,True
268,2015-09-31,-119.7462,36.17,1,True
269,2015-09-31,-119.7462,36.17,1,True
270,2015-09-31,-119.7462,36.17,1,True
271,2015-09-31,-119.7462,36.17,1,True
272,2015-09-31,-119.7462,36.17,1,True
273,2015-09-31,-119.7462,36.17,1,True
274,2015-09-31,-119.7462,36.17,1,True
275,2015-09-31,-119.7462,36.17,1,True
276,2015-09-31,-119.7462,36.17,1,True
277,2015-09-31,-119.7462,36.17,1,True
278,2015-09-31,-119.7462,36.17,1,True
279,2015-09-31,-119.7462,36.17,1,True
280,2015-09-31,-119.7462,36.17,1,True
281,2015-09-31,-119.7462,36.17,1,True
282,2015-09-31,-119.7462,36.17,1,True
283,2015-09-31,-119.7462,36.17,1,True
284,2015-09-31,-119.7462,36.17,1,True
285,2015-09-31,-119.7462,36.17,1,True
286,2015-09-31,-119.7462,36.17,1,True
287,2015-09-31,-119.7462,36.17,1,True
288,2015-09-31,-119.7462,36.17,1,True
289,2015-09-31,-119.7462,36.17,1,True
290,2015-09-31,-119.7462,36.17,1,True
291,2015-09-31,-119.7462,36.17,1,True
292,2015-09-31,-119.7462,36.17,1,True
293,2015-09-31,-119.7462,36.17,1,True
294,2015-09-31,-119.7462,36.17,1,True
295,2015-09-31,-119.7462,36.17,1,True
296,2015-09-31,-119.7462,36.17,1,True
297,2015-09-31,-119.7462,36.17,1,True
298,2015-09-31,-119.7462,36.17,1,True
299,2015-09-31,-119.7462,36.17,1,True
300,2015-09-31,-119.7462,36.17,1,True
301,2015-09-31,-119.7462,36.17,1,True
302,2015-09-31,-119.7462,36.17,1,True
303,2015-09-31,-119.7462,36.17,1,True
304,2015-09-31,-119.7462,36.17,1,True
305,2015-09-31,-119.7462,36.17,1,True
306,2015-09-31,-119.7462,36.17,1,True
307,2015-09-31,-119.7462,36.17,1,True
308,2015-09-31,-119.7462,36.17,1,True
309,2015-09-31,-119.7462,36.17,1,True
310,2015-09-31,-119.7462,36.17,1,True
311,2015-09-31,-117.1219,38.4199,0,True
312,2015-09-31,-117.1219,38.4199,0,True
313,2015-09-31,-117.1219,38.4199,1,True
314,2015-09-31,-117.1219,38.4199,1,True
315,2015-09-31,-117.1219,38.4199,1,True
316,2015-09-31,-117.1219,38.4199,1,True
317,2015-09-31,-114.5103,44.2394,1,True
318,2015-09-31,-114.5103,44.2394,1,True
319,2015-09-31,-114.5103,44.2394,1,True
320,2015-09-31,-114.5103,44.2394,1,True
321,2015-09-31,-114.5103,44.2394,1,True
322,2015-09-31,-114.5103,44.2394,1,True
323,2015-09-31,-114.5103,44.2394,1,True
324,2015-09-31,-114.5103,44.2394,1,True
325,2015-09-31,-111.8535,40.1135,1,True
326,2015-09-31,-111.8535,40.1135,1,True
327,2015-09-31,-111.8535,40.1135,1,True
328,2015-09-31,-111.8535,40.1135,1,True
329,2015-09-31,-111.8535,40.1135,1,True
330,2015-09-31,-111.3877,33.7712,1,True
331,2015-09-31,-111.3877,33.7712,1,True
332,2015-09-31,-111.3877,33.7712,1,True
333,2015-09-31,-111.3877,33.7712,1,True
334,2015-09-31,-111.3877,33.7712,1,True
335,2015-09-31,-110.3261,46.9048,0,True
336,2015-09-31,-110.3261,46.9048,0,True
337,2015-09-31,-110.3261,46.9048,0,True
338,2015-09-31,-110.3261,46.9048,1,True
339,2015-09-31,-110.3261,46.9048,1,True
340,2015-09-31,-110.3261,46.9048,1,True
341,2015-09-31,-110.3261,46.9048,1,True
342,2015-09-31,-110.3261,46.9048,1,True
343,2015-09-31,-110.3261,46.9048,1,True
344,2015-09-31,-110.3261,46.9048,1,True
345,2015-09-31,-106.2371,34.8375,0,True
346,2015-09-31,-106.2371,34.8375,0,True
347,2015-09-31,-106.2371,34.8375,0,True
348,2015-09-31,-106.2371,34.8375,0,True
349,2015-09-31,-106.2371,34.8375,0,True
350,2015-09-31,-106.2371,34.8375,1,True
351,2015-09-31,-106.2371,34.8375,1,True
352,2015-09-31,-106.2371,34.8375,1,True
353,2015-09-31,-106.2371,34.8375,1,True
354,2015-09-31,-106.2371,34.8375,1,True
355,2015-09-31,-106.2371,34.8375,1,True
356,2015-09-31,-106.2371,34.8375,1,True
357,2015-09-31,-106.2371,34.8375,1,True
358,2015-09-31,-106.2371,34.8375,1,True
359,2015-09-31,-106.2371,34.8375,1,True
360,2015-09-31,-106.2371,34.8375,1,True
361,2015-09-31,-106.2371,34.8375,1,True
362,2015-09-31,-106.2371,34.8375,1,True
363,2015-09-31,-105.3272,39.0646,0,True
364,2015-09-31,-105.3272,39.0646,0,True
365,2015-09-31,-105.3272,39.0646,0,True
366,2015-09-31,-105.3272,39.0646,0,True
367,2015-09-31,-105.3272,39.0646,0,True
368,2015-09-31,-105.3272,39.0646,0,True
369,2015-09-31,-105.3272,39.0646,1,True
370,2015-09-31,-105.3272,39.0646,1,True
371,2015-09-31,-105.3272,39.0646,1,True
372,2015-09-31,-105.3272,39.0646,1,True
373,2015-09-31,-105.3272,39.0646,1,True
374,2015-09-31,-105.3272,39.0646,1,True
375,2015-09-31,-105.3272,39.0646,1,True
376,2015-09-31,-105.3272,39.0646,1,True
377,2015-09-31,-105.3272,39.0646,1,True
378,2015-09-31,-105.3272,39.0646,1,True
379,2015-09-31,-105.3272,39.0646,1,True
380,2015-09-31,-105.3272,39.0646,1,True
381,2015-09-31,-105.3272,39.0646,1,True
382,2015-09-31,-105.3272,39.0646,1,True
383,2015-09-31,-98.2883,41.1289,1,True
384,2015-09-31,-98.2883,41.1289,1,True
385,2015-09-31,-97.6475,31.106,0,True
386,2015-09-31,-97.6475,31.106,0,True
387,2015-09-31,-97.6475,31.106,0,True
388,2015-09-31,-97.6475,31.106,0,True
389,2015-09-31,-97.6475,31.106,0,True
390,2015-09-31,-97.6475,31.106,0,True
391,2015-09-31,-97.6475,31.106,1,True
392,2015-09-31,-97.6475,31.106,1,True
393,2015-09-31,-97.6475,31.106,1,True
394,2015-09-31,-97.6475,31.106,1,True
395,2015-09-31,-97.6475,31.106,1,True
396,2015-09-31,-97.6475,31.106,1,True
397,2015-09-31,-97.6475,31.106,1,True
398,2015-09-31,-97.6475,31.106,1,True
399,2015-09-31,-97.6475,31.106,1,True
400,2015-09-31,-97.6475,31.106,1,True
401,2015-09-31,-97.6475,31.106,1,True
402,2015-09-31,-97.6475,31.106,1,True
403,2015-09-31,-97.6475,31.106,1,True
404,2015-09-31,-97.6475,31.106,1,True
405,2015-09-31,-97.6475,31.106,1,True
406,2015-09-31,-96.9247,35.5376,0,True
407,2015-09-31,-96.9247,35.5376,1,True
408,2015-09-31,-96.9247,35.5376,1,True
409,2015-09-31,-96.8005,38.5111,0,True
410,2015-09-31,-93.9196,45.7326,0,True
411,2015-09-31,-93.9196,45.7326,0,True
412,2015-09-31,-93.9196,45.7326,0,True
413,2015-09-31,-93.9196,45.7326,0,True
414,2015-09-31,-93.9196,45.7326,1,True
415,2015-09-31,-93.9196,45.7326,1,True
416,2015-09-31,-93.9196,45.7326,1,True
417,2015-09-31,-93.9196,45.7326,1,True
418,2015-09-31,-93.9196,45.7326,1,True
419,2015-09-31,-93.9196,45.7326,1,True
420,2015-09-31,-93.9196,45.7326,1,True
421,2015-09-31,-93.9196,45.7326,1,True
422,2015-09-31,-93.9196,45.7326,1,True
423,2015-09-31,-93.9196,45.7326,1,True
424,2015-09-31,-93.9196,45.7326,1,True
425,2015-09-31,-93.214,42.0046,0,True
426,2015-09-31,-93.214,42.0046,0,True
427,2015-09-31,-93.214,42.0046,0,True
428,2015-09-31,-93.214,42.0046,0,True
429,2015-09-31,-93.214,42.0046,1,True
430,2015-09-31,-93.214,42.0046,1,True
431,2015-09-31,-93.214,42.0046,1,True
432,2015-09-31,-93.214,42.0046,1,True
433,2015-09-31,-93.214,42.0046,1,True
434,2015-09-31,-92.3809,34.9513,1,True
435,2015-09-31,-92.302,38.4623,1,True
436,2015-09-31,-92.302,38.4623,1,True
437,2015-09-31,-92.302,38.4623,1,True
438,2015-09-31,-92.302,38.4623,1,True
439,2015-09-31,-92.302,38.4623,1,True
440,2015-09-31,-91.8749,31.1801,0,True
441,2015-09-31,-91.8749,31.1801,1,True
442,2015-09-31,-91.8749,31.1801,1,True
443,2015-09-31,-91.8749,31.1801,1,True
444,2015-09-31,-91.8749,31.1801,1,True
445,2015-09-31,-89.6812,32.7673,0,True
446,2015-09-31,-89.6812,32.7673,1,True
447,2015-09-31,-89.6385,44.2563,0,True
448,2015-09-31,-89.6385,44.2563,0,True
449,2015-09-31,-89.6385,44.2563,0,True
450,2015-09-31,-89.6385,44.2563,0,True
451,2015-09-31,-89.6385,44.2563,0,True
452,2015-09-31,-89.6385,44.2563,1,True
453,2015-09-31,-89.6385,44.2563,1,True
454,2015-09-31,-89.6385,44.2563,1,True
455,2015-09-31,-89.6385,44.2563,1,True
456,2015-09-31,-89.6385,44.2563,1,True
457,2015-09-31,-89.6385,44.2563,1,True
458,2015-09-31,-89.0022,40.3363,0,True
459,2015-09-31,-89.0022,40.3363,0,True
460,2015-09-31,-89.0022,40.3363,0,True
461,2015-09-31,-89.0022,40.3363,0,True
462,2015-09-31,-89.0022,40.3363,1,True
463,2015-09-31,-89.0022,40.3363,1,True
464,2015-09-31,-89.0022,40.3363,1,True
465,2015-09-31,-89.0022,40.3363,1,True
466,2015-09-31,-89.0022,40.3363,1,True
467,2015-09-31,-89.0022,40.3363,1,True
468,2015-09-31,-89.0022,40.3363,1,True
469,2015-09-31,-89.0022,40.3363,1,True
470,2015-09-31,-89.0022,40.3363,1,True
471,2015-09-31,-89.0022,40.3363,1,True
472,2015-09-31,-89.0022,40.3363,1,True
473,2015-09-31,-89.0022,40.3363,1,True
474,2015-09-31,-89.0022,40.3363,1,True
475,2015-09-31,-89.0022,40.3363,1,True
476,2015-09-31,-86.8073,32.799,0,True
477,2015-09-31,-86.8073,32.799,1,True
478,2015-09-31,-86.8073,32.799,1,True
479,2015-09-31,-86.8073,32.799,1,True
480,2015-09-31,-86.7489,35.7449,0,True
481,2015-09-31,-86.7489,35.7449,0,True
482,2015-09-31,-86.7489,35.7449,0,True
483,2015-09-31,-86.7489,35.7449,1,True
484,2015-09-31,-86.7489,35.7449,1,True
485,2015-09-31,-86.7489,35.7449,1,True
486,2015-09-31,-86.7489,35.7449,1,True
487,2015-09-31,-86.7489,35.7449,1,True
488,2015-09-31,-86.7489,35.7449,1,True
489,2015-09-31,-86.2604,39.8647,0,True
490,2015-09-31,-86.2604,39.8647,0,True
491,2015-09-31,-86.2604,39.8647,0,True
492,2015-09-31,-86.2604,39.8647,0,True
493,2015-09-31,-86.2604,39.8647,0,True
494,2015-09-31,-86.2604,39.8647,1,True
495,2015-09-31,-86.2604,39.8647,1,True
496,2015-09-31,-86.2604,39.8647,1,True
497,2015-09-31,-86.2604,39.8647,1,True
498,2015-09-31,-86.2604,39.8647,1,True
499,2015-09-31,-84.5603,43.3504,0,True
500,2015-09-31,-84.5603,43.3504,0,True
501,2015-09-31,-84.5603,43.3504,0,True
502,2015-09-31,-84.5603,43.3504,0,True
503,2015-09-31,-84.5603,43.3504,0,True
504,2015-09-31,-84.5603,43.3504,0,True
505,2015-09-31,-84.5603,43.3504,1,True
506,2015-09-31,-84.5603,43.3504,1,True
507,2015-09-31,-84.5603,43.3504,1,True
508,2015-09-31,-84.5603,43.3504,1,True
509,2015-09-31,-84.5603,43.3504,1,True
510,2015-09-31,-84.5603,43.3504,1,True
511,2015-09-31,-84.5603,43.3504,1,True
512,2015-09-31,-84.5603,43.3504,1,True
513,2015-09-31,-84.5603,43.3504,1,True
514,2015-09-31,-83.6487,32.9866,0,True
515,2015-09-31,-83.6487,32.9866,0,True
516,2015-09-31,-83.6487,32.9866,1,True
517,2015-09-31,-83.6487,32.9866,1,True
518,2015-09-31,-83.6487,32.9866,1,True
519,2015-09-31,-83.6487,32.9866,1,True
520,2015-09-31,-83.6487,32.9866,1,True
521,2015-09-31,-83.6487,32.9866,1,True
522,2015-09-31,-83.6487,32.9866,1,True
523,2015-09-31,-83.6487,32.9866,1,True
524,2015-09-31,-83.6487,32.9866,1,True
525,2015-09-31,-82.7755,40.3736,0,True
526,2015-09-31,-82.7755,40.3736,0,True
527,2015-09-31,-82.7755,40.3736,0,True
528,2015-09-31,-82.7755,40.3736,0,True
529,2015-09-31,-82.7755,40.3736,0,True
530,2015-09-31,-82.7755,40.3736,1,True
531,2015-09-31,-82.7755,40.3736,1,True
532,2015-09-31,-82.7755,40.3736,1,True
533,2015-09-31,-82.7755,40.3736,1,True
534,2015-09-31,-82.7755,40.3736,1,True
535,2015-09-31,-82.7755,40.3736,1,True
536,2015-09-31,-82.7755,40.3736,1,True
537,2015-09-31,-82.7755,40.3736,1,True
538,2015-09-31,-82.7755,40.3736,1,True
539,2015-09-31,-82.7755,40.3736,1,True
540,2015-09-31,-82.7755,40.3736,1,True
541,2015-09-31,-82.7755,40.3736,1,True
542,2015-09-31,-81.717,27.8333,0,True
543,2015-09-31,-81.717,27.8333,0,True
544,2015-09-31,-81.717,27.8333,0,True
545,2015-09-31,-81.717,27.8333,0,True
546,2015-09-31,-81.717,27.8333,0,True
547,2015-09-31,-81.717,27.8333,0,True
548,2015-09-31,-81.717,27.8333,0,True
549,2015-09-31,-81.717,27.8333,0,True
550,2015-09-31,-81.717,27.8333,0,True
551,2015-09-31,-81.717,27.8333,1,True
552,2015-09-31,-81.717,27.8333,1,True
553,2015-09-31,-81.717,27.8333,1,True
554,2015-09-31,-81.717,27.8333,1,True
555,2015-09-31,-81.717,27.8333,1,True
556,2015-09-31,-81.717,27.8333,1,True
557,2015-09-31,-81.717,27.8333,1,True
558,2015-09-31,-81.717,27.8333,1,True
559,2015-09-31,-81.717,27.8333,1,True
560,2015-09-31,-81.717,27.8333,1,True
561,2015-09-31,-81.717,27.8333,1,True
562,2015-09-31,-81.717,27.8333,1,True
563,2015-09-31,-81.717,27.8333,1,True
564,2015-09-31,-81.717,27.8333,1,True
565,2015-09-31,-81.717,27.8333,1,True
566,2015-09-31,-81.717,27.8333,1,True
567,2015-09-31,-81.717,27.8333,1,True
568,2015-09-31,-81.717,27.8333,1,True
569,2015-09-31,-81.717,27.8333,1,True
570,2015-09-31,-81.717,27.8333,1,True
571,2015-09-31,-80.9066,33.8191,0,True
572,2015-09-31,-80.9066,33.8191,1,True
573,2015-09-31,-80.9066,33.8191,1,True
574,2015-09-31,-80.9066,33.8191,1,True
575,2015-09-31,-80.9066,33.8191,1,True
576,2015-09-31,-80.9066,33.8191,1,True
577,2015-09-31,-80.9066,33.8191,1,True
578,2015-09-31,-80.9066,33.8191,1,True
579,2015-09-31,-80.9066,33.8191,1,True
580,2015-09-31,-80.9066,33.8191,1,True
581,2015-09-31,-79.8431,35.6411,0,True
582,2015-09-31,-79.8431,35.6411,0,True
583,2015-09-31,-79.8431,35.6411,0,True
584,2015-09-31,-79.8431,35.6411,0,True
585,2015-09-31,-79.8431,35.6411,0,True
586,2015-09-31,-79.8431,35.6411,0,True
587,2015-09-31,-79.8431,35.6411,0,True
